,Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
19520,3600.0,1.0,1.0,2.0,31.0,0.0,118.0,3176.0,0.0,120.0,3118.0,0.0,88.0,2955.0,0.0,92.0,2352.0,0.0,92.0,2336.0,0.0,120.0,2385.0,1.0
19521,7600.0,2.0,1.0,1.0,29.0,-1.0,20.0,277.0,-1.0,0.0,20.0,-1.0,760.0,0.0,-1.0,760.0,760.0,-1.0,760.0,760.0,-1.0,760.0,760.0,0.0
19522,4800.0,2.0,2.0,1.0,40.0,-1.0,20.0,20.0,-1.0,20.0,20.0,-1.0,20.0,20.0,-1.0,20.0,20.0,-1.0,46.0,20.0,-1.0,0.0,46.0,0.0
19523,700.0,1.0,2.0,2.0,24.0,0.0,60.0,208.0,0.0,60.0,258.0,0.0,120.0,314.0,0.0,0.0,429.0,4.0,0.0,416.0,3.0,0.0,398.0,1.0
19524,300.0,1.0,2.0,1.0,35.0,2.0,80.0,363.0,0.0,52.0,344.0,0.0,48.0,383.0,0.0,40.0,359.0,0.0,40.0,388.0,0.0,23.0,396.0,0.0
19525,2000.0,2.0,2.0,2.0,45.0,0.0,62.0,1005.0,0.0,60.0,1050.0,0.0,56.0,1088.0,0.0,40.0,752.0,0.0,27.0,739.0,0.0,29.0,755.0,1.0
19526,10700.0,2.0,2.0,2.0,26.0,0.0,55.0,903.0,0.0,57.0,943.0,0.0,57.0,985.0,0.0,36.0,1025.0,0.0,38.0,1017.0,0.0,38.0,1039.0,0.0
19527,1200.0,1.0,1.0,2.0,23.0,0.0,60.0,1211.0,0.0,69.0,1127.0,0.0,41.0,1176.0,0.0,41.0,1188.0,0.0,41.0,1146.0,0.0,40.0,1151.0,0.0
19528,11900.0,2.0,2.0,1.0,30.0,0.0,264.0,6815.0,0.0,150.0,5695.0,0.0,0.0,2894.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
19529,8000.0,1.0,1.0,2.0,28.0,-2.0,61.0,0.0,-2.0,461.0,61.0,-1.0,8.0,461.0,0.0,40.0,379.0,0.0,82.0,155.0,0.0,452.0,121.0,0.0
19530,800.0,2.0,2.0,2.0,24.0,0.0,60.0,815.0,0.0,52.0,801.0,0.0,43.0,1147.0,0.0,147.0,591.0,0.0,100.0,728.0,0.0,23.0,815.0,0.0
19531,9300.0,2.0,1.0,2.0,24.0,2.0,15.0,15.0,-1.0,15.0,15.0,-1.0,15.0,15.0,-1.0,79.0,15.0,-1.0,40.0,79.0,0.0,35.0,103.0,0.0
19532,19900.0,1.0,1.0,2.0,28.0,-1.0,50.0,1331.0,0.0,104.0,763.0,-1.0,4488.0,104.0,-1.0,4000.0,4483.0,0.0,2583.0,6527.0,0.0,2712.0,8583.0,0.0
19533,700.0,2.0,3.0,1.0,43.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0
19534,2900.0,2.0,3.0,1.0,27.0,2.0,145.0,1090.0,2.0,0.0,1217.0,2.0,129.0,1185.0,2.0,61.0,1294.0,2.0,0.0,1329.0,2.0,90.0,1301.0,1.0
19535,7100.0,2.0,2.0,1.0,61.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0
19536,700.0,1.0,3.0,1.0,30.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
19537,6400.0,2.0,1.0,2.0,32.0,-1.0,0.0,262.0,2.0,0.0,128.0,2.0,191.0,0.0,-1.0,18.0,191.0,-1.0,0.0,18.0,-1.0,0.0,0.0,0.0
19538,1100.0,2.0,1.0,2.0,25.0,-1.0,80.0,80.0,0.0,80.0,105.0,0.0,40.0,168.0,0.0,4.0,188.0,0.0,0.0,192.0,0.0,120.0,114.0,0.0
19539,2000.0,1.0,3.0,1.0,49.0,2.0,144.0,1596.0,2.0,0.0,1708.0,2.0,52.0,1396.0,0.0,32.0,1341.0,0.0,32.0,648.0,0.0,30.0,664.0,1.0
19540,20000.0,2.0,2.0,2.0,34.0,0.0,280.0,1778.0,0.0,280.0,1516.0,0.0,320.0,1141.0,0.0,400.0,1081.0,0.0,480.0,1098.0,0.0,115.0,1219.0,0.0
19541,4300.0,2.0,2.0,1.0,35.0,0.0,119.0,3438.0,0.0,164.0,3336.0,0.0,147.0,3349.0,0.0,216.0,3301.0,0.0,0.0,3241.0,2.0,145.0,3193.0,0.0
19542,7900.0,2.0,2.0,1.0,31.0,-2.0,0.0,0.0,-2.0,18.0,0.0,-2.0,26.0,18.0,-2.0,20.0,26.0,-2.0,24.0,20.0,-2.0,30.0,24.0,0.0
19543,10300.0,2.0,2.0,2.0,29.0,0.0,800.0,1376.0,0.0,73.0,2100.0,0.0,79.0,2091.0,0.0,80.0,2090.0,0.0,100.0,2086.0,0.0,80.0,2105.0,0.0
19544,20000.0,2.0,2.0,1.0,32.0,-1.0,228.0,87.0,-1.0,2408.0,225.0,-1.0,40.0,2408.0,0.0,34.0,1812.0,0.0,179.0,1638.0,0.0,969.0,677.0,0.0
19545,7100.0,1.0,1.0,2.0,27.0,0.0,0.0,341.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0
19546,9200.0,2.0,2.0,1.0,36.0,-1.0,440.0,125.0,-1.0,60.0,440.0,-1.0,56.0,60.0,-1.0,0.0,56.0,0.0,34.0,43.0,-1.0,149.0,34.0,0.0
19547,1300.0,1.0,1.0,2.0,29.0,0.0,80.0,1169.0,0.0,80.0,1175.0,0.0,80.0,1194.0,0.0,48.0,1199.0,0.0,60.0,1175.0,0.0,120.0,1169.0,0.0
19548,15200.0,2.0,1.0,1.0,39.0,-1.0,1964.0,265.0,-1.0,0.0,2178.0,-2.0,982.0,1915.0,-2.0,0.0,982.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
19549,4000.0,2.0,2.0,2.0,32.0,0.0,139.0,4062.0,0.0,240.0,3949.0,0.0,130.0,3954.0,0.0,120.0,3930.0,0.0,116.0,3234.0,0.0,114.0,3246.0,0.0
19550,6500.0,1.0,3.0,1.0,52.0,-1.0,0.0,31.0,2.0,62.0,16.0,-1.0,0.0,62.0,0.0,0.0,47.0,0.0,0.0,31.0,0.0,16.0,16.0,1.0
19551,1100.0,1.0,2.0,1.0,39.0,2.0,0.0,1520.0,2.0,65.0,1377.0,0.0,32.0,1301.0,0.0,35.0,1140.0,0.0,46.0,1165.0,0.0,0.0,1200.0,0.0
19552,1900.0,1.0,1.0,2.0,32.0,0.0,69.0,750.0,0.0,72.0,509.0,0.0,109.0,552.0,0.0,46.0,613.0,0.0,48.0,606.0,0.0,29.0,408.0,0.0
19553,7200.0,2.0,1.0,2.0,28.0,-2.0,85.0,172.0,-2.0,238.0,85.0,-2.0,84.0,238.0,-2.0,409.0,84.0,-2.0,0.0,409.0,-2.0,0.0,0.0,0.0
19554,2100.0,2.0,2.0,2.0,35.0,1.0,0.0,560.0,2.0,160.0,540.0,2.0,0.0,690.0,2.0,64.0,667.0,2.0,0.0,721.0,2.0,120.0,703.0,1.0
19555,8700.0,2.0,1.0,2.0,27.0,-2.0,227.0,-1.0,-2.0,470.0,226.0,-2.0,0.0,469.0,-2.0,209.0,-29.0,-2.0,0.0,-238.0,-2.0,0.0,-238.0,0.0
19556,800.0,2.0,2.0,1.0,27.0,1.0,0.0,487.0,2.0,80.0,468.0,2.0,0.0,539.0,2.0,42.0,520.0,2.0,0.0,550.0,2.0,9.0,447.0,0.0
19557,1200.0,2.0,3.0,1.0,27.0,0.0,115.0,927.0,0.0,80.0,927.0,0.0,80.0,763.0,0.0,0.0,785.0,2.0,60.0,610.0,0.0,54.0,561.0,0.0
19558,3100.0,1.0,2.0,1.0,29.0,0.0,81.0,2827.0,0.0,60.0,2489.0,0.0,48.0,1056.0,0.0,60.0,1088.0,0.0,80.0,1095.0,0.0,80.0,-160.0,0.0
19559,7900.0,2.0,2.0,2.0,30.0,0.0,243.0,7201.0,0.0,244.0,6667.0,0.0,200.0,5133.0,0.0,200.0,5133.0,0.0,200.0,5244.0,0.0,204.0,5350.0,0.0
19560,2700.0,1.0,3.0,2.0,33.0,0.0,94.0,2618.0,0.0,81.0,2629.0,0.0,72.0,1820.0,0.0,80.0,1819.0,0.0,80.0,1855.0,0.0,80.0,1904.0,1.0
19561,4100.0,1.0,3.0,1.0,42.0,0.0,80.0,515.0,0.0,95.0,308.0,-1.0,1600.0,95.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
19562,16700.0,2.0,2.0,2.0,27.0,0.0,284.0,13050.0,0.0,703.0,12726.0,-1.0,40.0,637.0,0.0,6342.0,167.0,-1.0,200.0,6322.0,0.0,203.0,6254.0,0.0
19563,1900.0,2.0,1.0,2.0,28.0,1.0,0.0,-1.0,-2.0,0.0,-1.0,-2.0,0.0,-1.0,-2.0,0.0,-1.0,-2.0,0.0,-1.0,-2.0,0.0,-1.0,0.0
19564,5900.0,2.0,2.0,2.0,29.0,0.0,240.0,5535.0,0.0,80.0,5559.0,0.0,80.0,1509.0,0.0,52.0,1424.0,0.0,60.0,1432.0,0.0,60.0,1469.0,0.0
19565,3500.0,2.0,3.0,1.0,39.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,35.0,0.0,-1.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
19566,4800.0,2.0,3.0,2.0,44.0,0.0,168.0,4668.0,0.0,189.0,4353.0,0.0,128.0,4057.0,0.0,120.0,3594.0,0.0,151.0,3660.0,0.0,139.0,3583.0,0.0
19567,800.0,2.0,3.0,2.0,42.0,0.0,120.0,763.0,0.0,0.0,812.0,2.0,52.0,772.0,0.0,28.0,796.0,0.0,29.0,796.0,0.0,28.0,813.0,0.0
19568,1100.0,2.0,1.0,1.0,39.0,0.0,58.0,1052.0,0.0,62.0,1092.0,0.0,54.0,1137.0,0.0,40.0,1169.0,0.0,32.0,863.0,0.0,40.0,881.0,0.0
19569,10500.0,2.0,1.0,2.0,31.0,2.0,0.0,32.0,2.0,16.0,16.0,-1.0,16.0,16.0,-1.0,32.0,16.0,-1.0,0.0,32.0,0.0,16.0,16.0,1.0
19570,700.0,1.0,2.0,2.0,38.0,0.0,200.0,608.0,0.0,80.0,784.0,0.0,40.0,741.0,0.0,240.0,1215.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0
19571,8300.0,1.0,2.0,1.0,31.0,0.0,200.0,3440.0,0.0,300.0,3536.0,0.0,0.0,3729.0,2.0,240.0,3623.0,0.0,2000.0,3786.0,0.0,0.0,5702.0,1.0
19572,16000.0,2.0,2.0,1.0,26.0,0.0,1791.0,7052.0,0.0,60.0,7610.0,0.0,81.0,3565.0,0.0,41.0,1571.0,0.0,2084.0,938.0,0.0,204.0,2397.0,0.0
19573,900.0,1.0,2.0,1.0,41.0,2.0,68.0,756.0,0.0,61.0,769.0,0.0,28.0,803.0,0.0,28.0,795.0,0.0,24.0,799.0,0.0,40.0,595.0,1.0
19574,9100.0,2.0,1.0,2.0,32.0,1.0,0.0,0.0,-2.0,40.0,0.0,-1.0,0.0,39.0,-1.0,0.0,0.0,-2.0,36.0,0.0,-1.0,0.0,36.0,0.0
19575,7600.0,2.0,1.0,2.0,39.0,0.0,178.0,4892.0,0.0,200.0,4973.0,0.0,247.0,5078.0,0.0,181.0,5224.0,0.0,206.0,5245.0,0.0,200.0,5351.0,0.0
19576,7200.0,1.0,1.0,2.0,23.0,0.0,280.0,7120.0,0.0,240.0,6681.0,0.0,200.0,5949.0,0.0,200.0,5181.0,0.0,177.0,5035.0,0.0,183.0,4873.0,0.0
19577,6100.0,2.0,1.0,2.0,29.0,0.0,127.0,3762.0,0.0,121.0,2633.0,0.0,102.0,2562.0,0.0,80.0,2438.0,0.0,80.0,2060.0,0.0,80.0,1877.0,0.0
19578,9500.0,1.0,2.0,2.0,30.0,0.0,294.0,9239.0,0.0,273.0,8884.0,0.0,268.0,8805.0,0.0,256.0,8702.0,0.0,256.0,8160.0,0.0,262.0,8091.0,0.0
19579,7300.0,2.0,2.0,2.0,29.0,-2.0,0.0,106.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,26.0,0.0,1.0
19580,13100.0,2.0,1.0,1.0,46.0,1.0,560.0,90.0,-2.0,842.0,560.0,-2.0,27.0,840.0,-2.0,0.0,27.0,-2.0,207.0,0.0,-1.0,153.0,207.0,0.0
19581,900.0,1.0,2.0,2.0,34.0,0.0,40.0,712.0,0.0,0.0,733.0,0.0,0.0,-67.0,-2.0,734.0,-67.0,-1.0,40.0,662.0,0.0,40.0,694.0,0.0
19582,6700.0,2.0,2.0,2.0,27.0,0.0,93.0,2773.0,0.0,121.0,2603.0,0.0,114.0,2682.0,0.0,104.0,2728.0,0.0,136.0,2258.0,0.0,82.0,2338.0,0.0
19583,16500.0,1.0,1.0,2.0,30.0,-1.0,0.0,15.0,2.0,8.0,8.0,-1.0,15.0,8.0,-1.0,0.0,15.0,0.0,62.0,8.0,-1.0,0.0,62.0,0.0
19584,1300.0,1.0,3.0,1.0,47.0,0.0,60.0,786.0,0.0,136.0,833.0,0.0,48.0,954.0,2.0,84.0,975.0,2.0,0.0,1031.0,3.0,0.0,1004.0,1.0
19585,800.0,1.0,2.0,1.0,61.0,1.0,2083.0,-49.0,-1.0,632.0,1213.0,0.0,80.0,801.0,0.0,803.0,795.0,-1.0,1563.0,616.0,-1.0,1000.0,759.0,0.0
19586,1900.0,1.0,2.0,2.0,33.0,2.0,80.0,1992.0,0.0,60.0,1146.0,0.0,40.0,1179.0,0.0,40.0,160.0,-1.0,0.0,40.0,-1.0,0.0,0.0,0.0
19587,8300.0,2.0,2.0,2.0,31.0,0.0,280.0,7388.0,0.0,362.0,7529.0,0.0,260.0,7748.0,0.0,392.0,7147.0,0.0,240.0,5984.0,0.0,220.0,6049.0,0.0
19588,4500.0,1.0,2.0,1.0,32.0,0.0,60.0,1411.0,0.0,60.0,1040.0,0.0,2554.0,360.0,-1.0,60.0,2554.0,2.0,82.0,2372.0,2.0,0.0,2423.0,0.0
19589,6900.0,2.0,3.0,1.0,40.0,-1.0,0.0,40.0,-1.0,39.0,0.0,-1.0,40.0,39.0,-1.0,44.0,40.0,-1.0,0.0,44.0,-1.0,36.0,0.0,0.0
19590,7200.0,2.0,2.0,2.0,34.0,0.0,280.0,6446.0,0.0,284.0,6062.0,0.0,240.0,6186.0,0.0,524.0,6263.0,0.0,0.0,6678.0,2.0,240.0,6560.0,1.0
19591,5600.0,2.0,2.0,1.0,37.0,0.0,140.0,2980.0,0.0,401.0,2585.0,0.0,200.0,2394.0,0.0,201.0,1682.0,0.0,200.0,1304.0,0.0,80.0,844.0,0.0
19592,13500.0,2.0,1.0,2.0,25.0,-1.0,118.0,298.0,-1.0,63.0,117.0,-1.0,310.0,63.0,-1.0,52.0,309.0,0.0,199.0,181.0,-1.0,238.0,198.0,0.0
19593,5900.0,1.0,2.0,1.0,29.0,-2.0,2415.0,4671.0,-2.0,4019.0,2389.0,-2.0,4663.0,3590.0,-2.0,2006.0,4643.0,-2.0,415.0,3909.0,-2.0,13.0,3059.0,0.0
19594,3200.0,2.0,3.0,1.0,27.0,0.0,168.0,3045.0,0.0,143.0,3138.0,0.0,1041.0,2214.0,-1.0,20.0,1015.0,0.0,40.0,802.0,0.0,5.0,810.0,0.0
19595,900.0,2.0,2.0,1.0,44.0,2.0,52.0,526.0,0.0,200.0,557.0,0.0,0.0,747.0,2.0,26.0,723.0,0.0,60.0,725.0,0.0,0.0,773.0,1.0
19596,7300.0,2.0,3.0,1.0,32.0,0.0,124.0,2738.0,0.0,128.0,2793.0,0.0,128.0,2852.0,0.0,108.0,2909.0,0.0,112.0,2945.0,0.0,120.0,3003.0,0.0
19597,13200.0,1.0,3.0,1.0,38.0,-2.0,87.0,87.0,-2.0,87.0,87.0,-2.0,87.0,87.0,-2.0,87.0,87.0,-2.0,87.0,87.0,-2.0,87.0,87.0,0.0
19598,4400.0,2.0,1.0,1.0,59.0,0.0,80.0,644.0,0.0,60.0,701.0,0.0,40.0,737.0,0.0,40.0,765.0,0.0,40.0,786.0,0.0,40.0,813.0,0.0
19599,4800.0,1.0,2.0,1.0,32.0,2.0,240.0,4602.0,2.0,224.0,4695.0,2.0,180.0,4762.0,2.0,172.0,4803.0,2.0,0.0,4826.0,2.0,192.0,4734.0,0.0
19600,3100.0,1.0,1.0,2.0,27.0,0.0,120.0,3162.0,0.0,124.0,3227.0,0.0,280.0,3132.0,0.0,128.0,3231.0,0.0,140.0,3172.0,0.0,128.0,3168.0,0.0
19601,6700.0,2.0,2.0,1.0,36.0,-1.0,258.0,21.0,-1.0,1171.0,214.0,-1.0,0.0,1171.0,0.0,0.0,1060.0,0.0,0.0,0.0,-2.0,109.0,0.0,0.0
19602,6100.0,2.0,1.0,1.0,33.0,-2.0,56.0,119.0,-2.0,0.0,56.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,176.0,0.0,1.0
19603,8400.0,2.0,3.0,1.0,42.0,-2.0,629.0,659.0,-2.0,729.0,629.0,-2.0,431.0,728.0,-2.0,1659.0,431.0,-2.0,275.0,1659.0,-2.0,380.0,275.0,0.0
19604,9700.0,1.0,2.0,1.0,32.0,0.0,288.0,7782.0,0.0,440.0,7941.0,0.0,240.0,8252.0,0.0,120.0,8232.0,0.0,600.0,4910.0,0.0,2.0,5510.0,0.0
19605,4000.0,1.0,2.0,1.0,43.0,0.0,140.0,4011.0,0.0,136.0,3638.0,0.0,320.0,3714.0,0.0,172.0,3972.0,2.0,0.0,4075.0,2.0,66.0,3982.0,0.0
19606,3100.0,2.0,1.0,2.0,36.0,0.0,240.0,3021.0,0.0,80.0,3083.0,2.0,0.0,2951.0,2.0,203.0,2756.0,0.0,249.0,2652.0,0.0,120.0,2427.0,1.0
19607,5100.0,2.0,1.0,2.0,27.0,2.0,240.0,5060.0,0.0,240.0,4398.0,0.0,200.0,4202.0,0.0,100.0,2726.0,0.0,120.0,2696.0,0.0,120.0,2471.0,0.0
19608,2900.0,2.0,1.0,2.0,33.0,0.0,200.0,1459.0,0.0,200.0,1620.0,0.0,60.0,1733.0,0.0,22.0,1478.0,0.0,40.0,1092.0,0.0,70.0,939.0,0.0
19609,3900.0,1.0,2.0,2.0,32.0,1.0,0.0,-14.0,-2.0,0.0,-14.0,-2.0,0.0,-14.0,-2.0,60.0,-14.0,-1.0,60.0,46.0,-1.0,0.0,99.0,0.0
19610,2000.0,1.0,2.0,2.0,54.0,0.0,80.0,1967.0,0.0,100.0,1978.0,0.0,40.0,1458.0,0.0,60.0,992.0,0.0,1158.0,999.0,-1.0,48.0,1146.0,0.0
19611,1900.0,2.0,2.0,1.0,38.0,0.0,51.0,1199.0,0.0,44.0,712.0,0.0,40.0,504.0,0.0,400.0,201.0,0.0,0.0,31.0,-2.0,698.0,16.0,0.0
19612,12900.0,1.0,2.0,1.0,48.0,0.0,51.0,350.0,0.0,200.0,221.0,-1.0,313.0,199.0,-1.0,104.0,311.0,-1.0,151.0,103.0,-1.0,0.0,150.0,0.0
19613,4100.0,1.0,1.0,1.0,62.0,0.0,144.0,193.0,0.0,0.0,332.0,3.0,0.0,321.0,2.0,0.0,232.0,0.0,0.0,154.0,0.0,108.0,104.0,1.0
19614,2900.0,2.0,2.0,2.0,23.0,0.0,104.0,2778.0,0.0,105.0,2812.0,0.0,106.0,2829.0,0.0,80.0,2813.0,0.0,90.0,2212.0,0.0,84.0,2266.0,0.0
19615,18700.0,2.0,1.0,2.0,30.0,-2.0,415.0,920.0,-2.0,236.0,414.0,-2.0,535.0,224.0,-2.0,204.0,467.0,-2.0,112.0,204.0,-2.0,381.0,112.0,0.0
19616,8500.0,1.0,2.0,2.0,34.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
19617,14500.0,2.0,1.0,2.0,29.0,0.0,53.0,1095.0,0.0,80.0,830.0,0.0,6.0,596.0,0.0,0.0,301.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0
19618,300.0,1.0,2.0,2.0,37.0,0.0,40.0,345.0,0.0,27.0,128.0,-1.0,240.0,54.0,0.0,5.0,534.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
19619,6500.0,2.0,2.0,2.0,22.0,0.0,67.0,2095.0,0.0,78.0,2074.0,0.0,56.0,1594.0,0.0,58.0,1565.0,0.0,80.0,1597.0,0.0,61.0,1651.0,1.0
19620,8900.0,1.0,2.0,1.0,45.0,0.0,280.0,8710.0,0.0,320.0,7214.0,0.0,320.0,7338.0,0.0,240.0,7076.0,0.0,2400.0,4759.0,0.0,280.0,6916.0,0.0
19621,18800.0,2.0,1.0,1.0,36.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,37.0,0.0,-1.0,1307.0,37.0,0.0
19622,800.0,2.0,3.0,2.0,52.0,0.0,80.0,391.0,0.0,40.0,406.0,2.0,40.0,374.0,2.0,0.0,393.0,2.0,20.0,366.0,0.0,20.0,365.0,0.0
19623,6500.0,2.0,3.0,1.0,46.0,-2.0,0.0,16.0,-2.0,31.0,0.0,-2.0,0.0,31.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,123.0,0.0,0.0
19624,2000.0,1.0,2.0,2.0,46.0,0.0,80.0,669.0,0.0,64.0,726.0,0.0,40.0,765.0,0.0,40.0,782.0,0.0,40.0,805.0,0.0,32.0,727.0,0.0
19625,4100.0,2.0,2.0,2.0,30.0,0.0,60.0,958.0,0.0,40.0,943.0,0.0,0.0,966.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
19626,6700.0,2.0,3.0,1.0,39.0,0.0,53.0,168.0,0.0,80.0,206.0,0.0,51.0,260.0,-1.0,0.0,51.0,0.0,0.0,38.0,0.0,0.0,25.0,0.0
19627,3900.0,2.0,3.0,1.0,34.0,-1.0,19.0,19.0,-1.0,19.0,19.0,-1.0,19.0,19.0,-1.0,19.0,19.0,-1.0,43.0,19.0,-1.0,35.0,43.0,0.0
19628,900.0,2.0,2.0,1.0,35.0,0.0,80.0,400.0,0.0,60.0,834.0,0.0,40.0,230.0,0.0,0.0,134.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
19629,4000.0,1.0,1.0,2.0,28.0,0.0,202.0,3874.0,0.0,42.0,3935.0,0.0,0.0,850.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
19630,6100.0,2.0,1.0,1.0,30.0,0.0,141.0,3037.0,0.0,0.0,3081.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
19631,9100.0,1.0,2.0,2.0,31.0,0.0,83.0,1985.0,0.0,68.0,1737.0,0.0,42.0,1669.0,0.0,41.0,1523.0,0.0,37.0,1352.0,0.0,11.0,1217.0,0.0
19632,1200.0,2.0,2.0,1.0,34.0,2.0,75.0,1278.0,0.0,222.0,1263.0,0.0,50.0,1392.0,2.0,0.0,1352.0,2.0,61.0,1270.0,0.0,187.0,1245.0,1.0
19633,15700.0,1.0,2.0,1.0,38.0,1.0,23.0,16970.0,2.0,380.0,15802.0,0.0,1206.0,10335.0,0.0,169.0,10460.0,0.0,80.0,8520.0,0.0,1009.0,4097.0,0.0
19634,4500.0,2.0,1.0,1.0,34.0,0.0,160.0,4316.0,0.0,212.0,4063.0,0.0,160.0,4163.0,0.0,168.0,4193.0,0.0,160.0,4296.0,0.0,152.0,4228.0,0.0
19635,2000.0,2.0,2.0,2.0,23.0,0.0,200.0,1796.0,0.0,201.0,1757.0,0.0,160.0,1462.0,0.0,80.0,1307.0,0.0,80.0,810.0,0.0,80.0,799.0,0.0
19636,5200.0,1.0,2.0,1.0,45.0,-1.0,842.0,233.0,-1.0,29.0,842.0,-1.0,176.0,29.0,-1.0,0.0,176.0,-1.0,0.0,0.0,-2.0,210.0,0.0,0.0
19637,4300.0,2.0,1.0,2.0,29.0,0.0,140.0,4306.0,0.0,156.0,3286.0,0.0,120.0,2990.0,0.0,72.0,2541.0,0.0,120.0,2501.0,0.0,80.0,2329.0,0.0
19638,9600.0,2.0,2.0,1.0,57.0,3.0,0.0,100.0,2.0,0.0,100.0,2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0
19639,900.0,2.0,2.0,1.0,47.0,3.0,52.0,711.0,2.0,0.0,739.0,2.0,68.0,716.0,2.0,40.0,772.0,2.0,0.0,794.0,2.0,34.0,775.0,1.0
19640,10400.0,1.0,1.0,1.0,50.0,-1.0,64.0,31.0,-1.0,17.0,64.0,-1.0,21.0,17.0,-1.0,0.0,21.0,-1.0,164.0,0.0,-2.0,4.0,164.0,0.0
19641,7900.0,2.0,1.0,2.0,33.0,-1.0,0.0,6.0,-1.0,27.0,0.0,-1.0,0.0,27.0,-1.0,0.0,0.0,-2.0,35.0,0.0,-1.0,0.0,35.0,0.0
19642,2100.0,1.0,2.0,2.0,34.0,0.0,192.0,611.0,0.0,0.0,792.0,3.0,0.0,768.0,2.0,68.0,744.0,2.0,40.0,788.0,2.0,0.0,810.0,1.0
19643,8000.0,2.0,2.0,2.0,34.0,0.0,60.0,436.0,0.0,60.0,476.0,0.0,120.0,516.0,0.0,30.0,615.0,0.0,24.0,635.0,0.0,60.0,642.0,0.0
19644,1200.0,2.0,2.0,1.0,36.0,2.0,120.0,329.0,2.0,48.0,443.0,2.0,0.0,471.0,2.0,23.0,452.0,0.0,17.0,467.0,0.0,17.0,471.0,0.0
19645,3200.0,2.0,2.0,1.0,50.0,0.0,91.0,3181.0,0.0,57.0,3110.0,0.0,40.0,1293.0,0.0,240.0,1027.0,0.0,80.0,1204.0,0.0,39.0,1176.0,0.0
19646,20100.0,1.0,1.0,2.0,29.0,0.0,297.0,8168.0,0.0,254.0,8066.0,0.0,211.0,7902.0,0.0,211.0,7684.0,0.0,231.0,7509.0,0.0,201.0,7354.0,0.0
19647,5900.0,2.0,1.0,2.0,30.0,0.0,120.0,3331.0,0.0,120.0,3369.0,0.0,80.0,3118.0,0.0,9.0,3107.0,0.0,447.0,2092.0,0.0,200.0,2249.0,0.0
19648,13100.0,2.0,1.0,1.0,37.0,-1.0,141.0,191.0,-1.0,0.0,136.0,-1.0,235.0,0.0,-1.0,0.0,235.0,0.0,41.0,235.0,-1.0,0.0,41.0,0.0
19649,5900.0,2.0,3.0,2.0,28.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
19650,8100.0,2.0,1.0,1.0,38.0,-1.0,245.0,153.0,-1.0,478.0,245.0,-1.0,292.0,478.0,-1.0,743.0,292.0,-1.0,271.0,741.0,-1.0,266.0,271.0,0.0
