Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status,Repay_Status_sum,Previous_Payment_Prior_sum,Statement_sum
12900,2,1,1,42,0,360,7894,0,240,8077,0,120,4131,0,120,2516,0,120,2598,0,120,2678,0,0,1080,27894
700,2,1,2,23,2,62,549,0,51,601,0,63,630,0,56,683,0,0,716,2,68,699,1,4,300,3878
19900,2,2,1,42,-2,493,413,-2,488,493,-2,669,488,-2,710,669,-2,565,710,-2,468,565,0,-12,3393,3338
1100,2,2,1,45,0,80,687,0,80,743,0,40,810,0,40,825,0,40,846,0,60,872,0,0,340,4783
2100,1,3,1,53,1,40,1971,2,40,999,2,40,1006,0,55,620,0,0,665,2,62,648,0,7,237,5909
18300,2,2,1,33,0,95,5132,0,80,2370,0,62,2084,0,58,1820,0,52,1562,0,31,1343,0,0,378,14311
8000,2,1,1,28,-1,267,267,-1,267,267,-1,267,267,-1,474,267,-1,300,474,0,40,500,0,-5,1615,2042
10500,2,1,2,50,0,442,10190,0,400,10382,0,400,10336,0,400,10250,0,400,10016,0,800,10053,0,0,2842,61227
8400,1,1,2,31,0,240,7329,0,320,6710,0,222,6827,0,204,6772,0,201,5615,0,208,5543,0,0,1395,38796
8300,2,2,1,44,1,0,0,-2,0,0,-2,265,0,-1,12,265,0,40,260,0,47,260,0,-4,364,785
700,2,1,2,22,-1,0,106,-1,335,0,-1,17,335,-1,67,17,-1,312,67,-1,393,312,0,-6,1124,837
15200,2,1,1,34,2,640,12888,2,526,13261,2,520,13508,2,526,13744,2,532,14044,2,520,14336,0,12,3264,81781
17200,1,1,2,38,-2,332,84,-2,176,330,-2,19,174,-2,232,19,-2,180,231,-2,157,179,0,-12,1096,1017
1900,2,2,2,20,0,61,898,0,60,903,0,40,892,0,39,893,0,34,917,0,72,930,0,0,306,5433
16000,2,1,2,31,-1,42,206,0,44,241,0,12,282,0,120,292,0,120,398,0,244,514,0,-1,582,1933
700,1,3,2,27,0,0,1476,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-8,0,1476
4500,2,2,3,85,2,1,1023,3,1024,2265,4,2637,3472,8,38,1499,6,327,1653,4,1309,1730,0,27,5336,11642
8100,2,2,1,40,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,1,-6,96,96
3500,2,3,1,55,0,92,725,0,54,729,0,116,1448,0,15,710,0,15,444,0,15,449,0,0,307,4505
3100,2,2,2,24,1,274,40,-1,0,274,2,46,75,-1,293,46,-1,148,293,-1,17,148,0,-1,778,876
2300,2,2,1,37,0,80,1116,0,160,1178,0,48,1305,0,120,1331,0,0,1429,2,56,1400,0,2,464,7759
9700,1,2,1,38,-1,227,88,-1,1400,226,-1,355,1374,0,20,890,0,0,339,0,850,20,0,-3,2852,2937
3300,2,3,1,44,0,40,1020,0,91,588,-1,0,51,2,680,44,-1,100,665,-1,0,85,1,-1,911,2453
6100,2,2,2,70,0,808,4605,6,1434,5355,0,2539,3228,3,250,1771,12,1346,2005,9,1432,2848,0,30,7809,19812
14400,2,2,2,31,-1,387,129,-1,80,381,0,40,454,0,0,485,0,0,390,0,21,383,0,-2,528,2222
12000,1,1,1,56,2,560,5931,2,240,6329,2,0,6410,2,480,6247,2,260,6622,2,260,6770,1,12,1800,38309
1900,1,3,1,41,0,40,436,0,0,350,0,659,0,-1,24,659,0,27,673,0,14,689,0,-1,764,2807
8300,2,1,1,41,-1,105,236,-1,49,105,-1,214,49,-1,166,214,-1,0,166,-1,0,0,0,-6,534,770
15700,1,1,2,32,0,89,779,0,96,689,0,87,696,0,41,767,0,83,801,0,132,163,0,0,528,3895
2000,2,3,1,61,-1,0,81,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,8,0,0,-10,8,81
5600,1,1,1,37,0,80,1633,0,84,1675,0,80,1719,0,80,1758,0,80,1804,0,200,1854,0,0,604,10443
8100,2,1,2,43,-2,419,238,-2,287,419,-2,279,287,-2,391,278,-2,80,391,-2,64,80,0,-12,1520,1693
18100,1,2,2,36,0,540,5466,0,546,5856,0,487,6242,0,386,6563,0,386,6835,0,386,7099,0,0,2731,38061
2000,1,1,2,22,0,80,1958,0,160,1409,0,40,1336,0,40,749,0,240,552,0,40,774,0,0,600,6778
2000,1,2,1,26,0,72,1054,0,63,1108,0,56,1141,0,39,1174,0,40,1197,0,41,1181,0,0,311,6855
4100,2,1,1,42,2,0,3889,2,117,3791,0,209,3825,0,0,2633,2,91,2465,0,92,2510,1,6,509,19113
2300,2,3,2,47,2,68,1741,0,68,1570,0,80,1522,0,60,1520,0,64,1549,0,40,1587,0,2,380,9489
6900,1,1,1,48,1,288,6100,2,292,6228,2,228,6361,2,252,6425,2,132,6512,2,372,6535,0,11,1564,38161
11200,2,1,2,39,0,420,11213,0,417,11367,0,402,11347,0,427,10938,0,403,11178,0,363,10773,1,0,2432,66816
2000,2,2,2,24,0,64,1879,0,60,1476,0,60,1305,0,48,1192,0,43,1102,0,38,1045,0,0,313,7999
8100,2,1,1,42,-2,0,0,-2,99,0,-2,0,99,-2,0,0,-2,0,0,-2,0,0,0,-12,99,99
2400,1,1,2,28,1,125,0,-1,42,125,0,22,126,0,0,146,2,760,137,2,0,889,1,4,949,1423
300,1,3,3,73,12,3,148,7,16,58,1,62,96,5,157,188,1,15,217,11,68,128,0,37,321,835
5900,2,3,2,29,-2,32,67,-2,72,32,-2,0,72,-2,0,0,-2,0,0,-2,0,0,0,-12,104,171
6100,2,3,1,27,0,65,1193,0,280,1039,0,200,993,0,120,916,0,10,773,0,1633,514,0,0,2308,5428
4800,1,1,1,52,-1,16,16,-1,16,16,-1,75,16,-1,0,75,0,37,16,-1,0,37,1,-5,144,176
4900,1,2,2,30,0,164,4579,0,240,4560,0,200,4663,0,200,4682,0,2356,2039,-1,200,2051,0,-1,3360,22574
2100,2,1,2,23,-1,11,82,-1,137,11,-1,0,137,-1,128,0,-1,0,128,-1,0,0,0,-6,276,358
900,1,2,1,62,-1,105,343,-1,0,426,2,20,398,0,15,406,0,40,384,0,0,416,0,0,180,2373
1900,2,3,1,33,0,0,940,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-8,0,940
16000,2,1,1,41,-1,173,149,-1,11,173,-1,30,11,-2,21,30,-2,8,21,-2,17,8,0,-9,260,392
4800,2,2,2,31,0,59,1052,0,80,1094,0,80,1155,0,80,1217,0,120,1273,0,120,1372,0,0,539,7163
6100,2,3,1,43,0,79,732,0,54,799,0,55,840,0,32,881,0,33,898,0,33,917,1,0,286,5067
3700,1,3,2,51,0,130,3060,0,96,2865,0,74,2407,0,68,2178,0,78,1832,0,60,1675,0,0,506,14017
5700,2,1,1,34,1,34,0,-1,0,34,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0,-7,34,34
4700,2,2,2,30,0,160,4192,0,118,4020,0,153,3459,0,114,3276,0,120,3145,0,120,3212,0,0,785,21304
10100,1,2,1,45,-1,200,184,0,640,735,-1,0,618,0,0,75,0,0,0,-2,0,0,0,-4,840,1612
900,2,2,2,53,0,60,354,0,60,408,0,16,449,0,17,446,0,40,455,0,0,488,0,0,193,2600
2400,2,2,1,36,0,84,2413,0,80,2074,0,68,1829,0,60,1458,0,56,1493,0,60,1526,0,0,408,10793
11300,2,2,1,40,1,20,11,-1,0,20,-1,5,0,-1,0,5,-1,0,0,-2,0,0,0,-5,25,36
20000,1,1,1,36,0,151,4186,0,121,4167,0,413,2829,0,401,1817,0,410,1976,0,4611,2135,0,0,6107,17110
2000,2,1,2,20,0,55,552,0,51,382,0,316,215,-1,0,311,-1,0,0,-2,0,0,0,-4,422,1460
4900,1,1,2,29,-1,53,53,-1,53,53,-1,21,53,-1,165,21,-1,393,165,-1,284,393,1,-6,969,738
7200,2,1,2,27,0,200,4056,0,135,4064,0,278,3927,0,112,2378,0,80,1998,0,80,2005,0,0,885,18428
8900,2,1,2,28,0,80,190,0,152,196,-1,340,152,-1,234,319,-1,452,234,-1,83,452,0,-4,1341,1543
18700,2,3,1,41,0,2800,8763,0,5600,11406,0,520,16359,0,440,14468,0,800,12730,0,320,12439,0,0,10480,76165
6500,2,1,2,27,-1,237,6298,0,200,6203,0,57,5481,0,0,2834,0,0,0,-2,0,0,0,-3,494,20816
2900,2,2,2,26,2,65,764,0,54,805,0,100,833,0,0,919,2,80,893,2,0,958,1,6,299,5172
2000,2,3,1,31,1,0,2057,2,55,2013,0,38,1990,0,80,1138,0,80,1144,0,40,1175,1,3,293,9517
2100,2,2,2,23,2,0,96,2,0,96,7,0,96,7,0,96,7,0,96,7,0,96,1,32,0,576
5900,2,1,2,29,1,559,-4,-1,993,556,-1,94,991,-1,328,77,-1,1,328,0,0,155,0,-3,1975,2103
8000,2,2,2,36,1,134,0,-1,0,134,-1,19,0,-1,71,19,-1,349,71,-1,0,349,0,-4,573,573
5100,1,1,2,45,0,220,5235,0,240,5310,0,160,5274,0,160,4079,0,160,4068,0,152,4052,0,0,1092,28018
14100,2,1,2,33,0,400,12158,0,368,11937,0,272,9885,0,228,9129,0,240,8089,0,180,7274,0,0,1688,58472
12800,2,1,2,28,-2,8,0,-2,148,8,-2,40,147,-2,65,40,-2,268,65,-2,100,266,0,-12,629,526
6300,1,2,2,47,0,213,5276,0,196,5286,0,112,5169,0,116,3639,0,109,3703,0,115,3087,1,0,861,26160
8400,1,2,1,44,0,160,1942,0,201,1536,0,160,1612,0,200,1275,0,200,1287,0,200,1022,0,0,1121,8674
800,1,2,1,36,0,90,689,0,60,385,0,30,438,0,0,451,2,17,440,0,40,310,0,2,237,2713
1900,2,2,1,29,0,124,1743,0,69,1410,0,44,1101,0,44,1037,0,48,1059,0,45,1083,0,0,374,7433
700,1,1,2,29,1,0,425,2,816,60,-1,0,816,0,0,800,0,0,800,0,0,0,0,2,816,2901
8800,1,2,2,35,1,0,0,-2,8809,0,-1,292,3267,0,0,1847,0,116,132,-1,0,116,0,-3,9217,5362
900,1,1,2,23,1,40,268,2,60,297,2,40,352,2,360,379,0,72,733,0,36,769,1,7,608,2798
3500,2,2,1,54,11,1075,1754,11,712,1890,0,374,609,4,48,523,3,1424,2120,2,939,1189,0,31,4572,8085
2800,2,1,1,40,0,80,1619,0,68,1672,0,63,1701,0,160,1735,0,64,1867,2,80,1894,1,2,515,10488
12900,2,2,2,30,1,0,3723,2,140,3629,0,604,3708,0,0,4249,3,125,4173,2,0,4130,1,8,869,23612
2500,2,2,2,25,0,80,488,0,80,559,0,80,630,0,0,699,2,25,683,0,68,690,0,2,333,3749
4300,1,2,1,31,0,111,2951,0,96,3012,0,92,2919,0,88,2715,0,92,2418,0,88,2469,0,0,567,16484
4700,2,1,1,38,1,0,0,-2,162,0,-1,0,162,0,0,162,0,0,0,-2,0,0,0,-4,162,324
2000,2,2,2,47,0,55,2036,0,48,1973,0,14,397,0,16,405,0,14,405,0,16,405,0,0,163,5621
17300,2,1,1,37,-2,0,41,-2,93,0,-2,0,93,-2,166,0,-2,41,166,-2,0,0,1,-12,300,300
8500,1,1,1,50,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,19,0,-1,0,19,0,-8,19,19
7900,1,1,2,28,2,37,33,-1,0,37,3,0,26,2,14,12,-1,48,14,-1,0,51,0,4,99,173
5300,1,1,2,31,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
1300,1,2,2,37,3,0,817,2,120,792,2,92,899,2,0,964,3,100,938,2,0,998,0,14,312,5408
20000,1,2,1,40,-2,952,71,-2,12,952,-2,374,12,-2,141,374,-2,224,141,-2,29,224,0,-12,1732,1774
11100,1,1,1,50,-2,249,472,-2,0,247,-2,0,-2,-2,0,-2,-2,0,-2,-2,0,-2,0,-12,249,711
15500,2,2,2,32,0,304,4122,0,1,4259,2,140,3546,0,134,3289,0,120,2862,0,240,2900,0,2,939,20978
5800,2,1,1,46,0,345,680,9,1208,1430,8,182,606,3,649,1236,0,2581,5575,9,1630,2871,1,29,6595,12398
7200,2,1,2,28,1,134,0,-1,133,134,-1,133,133,-1,133,133,-1,133,133,-1,133,133,0,-4,799,666
1700,2,1,2,33,0,400,1072,0,200,1448,0,200,1015,0,200,1122,0,300,1246,0,184,1521,0,0,1484,7424
8300,2,1,1,32,1,33,0,-1,29,33,-1,17,29,-1,25,17,-1,34,25,-1,0,34,0,-4,138,138
2000,1,3,1,53,-1,334,698,-1,889,312,-1,199,889,-1,262,199,-1,200,262,0,200,285,0,-5,2084,2645
400,1,3,2,24,0,80,240,0,60,172,0,16,137,0,40,145,0,40,176,0,20,207,0,0,256,1077
6900,1,2,1,29,0,280,6028,0,280,6177,0,160,5943,0,160,4234,0,160,4203,0,160,4294,0,0,1200,30879
14300,1,1,1,36,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-12,0,0
7900,2,3,1,48,0,520,6492,0,276,6772,0,168,6737,0,120,4007,0,128,3811,0,240,3483,0,0,1452,31302
12000,1,2,2,35,-1,400,621,0,406,717,0,14,1080,-1,10,14,-1,854,10,-1,14,846,0,-4,1698,3288
2100,1,2,1,36,-1,40,25,-1,44,33,-1,367,44,-1,11,367,0,32,360,0,7,338,0,-4,501,1167
8100,1,1,1,41,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,159,0,-2,0,159,0,-12,159,159
11100,1,1,1,49,-1,128,143,-1,128,127,-1,80,128,-1,144,79,-1,144,144,-1,144,144,0,-6,768,765
16700,1,3,1,32,-1,100,75,-1,3445,100,-1,400,3443,0,90,2957,0,61,2312,0,1211,2041,0,-3,5307,10928
18700,1,1,2,32,-2,132,395,-2,205,131,-2,372,204,-2,173,370,-2,402,172,-2,306,400,0,-12,1590,1672
9200,2,2,2,48,-1,230,336,-1,64,230,-1,0,53,2,217,10,-1,194,217,-1,154,194,0,-3,859,1040
3300,2,1,1,42,1,82,0,-1,51,41,-1,7,51,-1,0,7,-1,0,-6,-2,40,-6,0,-5,180,87
5300,2,2,1,38,0,216,5342,0,278,5195,0,184,4721,0,160,3838,0,80,2959,0,92,4311,0,0,1010,26366
3600,2,2,2,23,0,200,4142,0,340,4008,0,0,3981,2,9,3587,0,0,435,0,424,0,1,2,973,16153
3300,1,2,2,26,0,82,2312,0,71,2036,0,72,1998,0,80,1978,0,80,2027,0,80,2012,0,0,465,12363
6500,2,2,2,27,0,49,329,0,40,178,0,1,132,0,36,65,-1,0,36,-1,0,0,0,-2,126,740
700,1,2,2,25,2,0,841,3,0,794,2,105,747,2,0,816,3,56,769,2,0,785,0,14,161,4752
7200,1,2,1,42,0,320,2829,0,120,2800,0,120,2808,0,200,2810,0,104,2932,0,120,2935,0,0,984,17114
8000,1,2,1,68,0,191,5760,0,103,4088,0,104,2190,0,80,2234,0,89,2254,0,84,2294,0,0,651,18820
6700,2,2,1,45,-1,74,110,-1,0,74,-1,0,0,-2,62,0,-1,140,62,-1,324,140,1,-7,600,386
10700,2,1,2,28,-1,19,19,-1,228,19,-1,1360,228,0,560,1501,0,320,2023,0,600,1956,0,-3,3087,5746
1300,1,3,1,49,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,84,16,0,-6,164,96
9700,2,2,1,42,-2,70,34,-1,7499,70,-1,221,7467,-1,106,221,-2,59,106,-2,0,59,0,-9,7955,7957
18300,1,2,1,31,0,240,4817,0,0,4926,0,250,0,-1,0,250,-1,0,0,-2,0,0,0,-4,490,9993
14400,2,1,2,29,0,800,11891,0,600,12296,0,774,12581,0,400,11574,0,400,10979,0,400,9920,0,0,3374,69241
700,1,2,2,24,2,40,651,2,88,669,2,0,733,2,80,709,2,0,778,2,48,760,0,12,256,4300
4900,1,2,2,29,-1,80,100,-1,60,80,-1,40,60,-1,28,40,-1,0,28,-1,36,-4,0,-6,244,304
3500,2,1,2,26,2,0,563,2,80,542,2,52,488,2,28,519,0,40,473,0,140,500,1,8,340,3085
7900,2,2,1,35,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
11600,2,1,1,35,-1,63,136,-1,475,63,-1,99,474,-1,47,99,-1,813,47,-1,15,813,0,-6,1512,1632
5700,2,3,1,18,10,904,2468,10,1590,2773,10,1375,4086,7,209,1027,4,1564,3310,6,665,2465,1,47,6307,16129
2100,2,2,3,48,2,113,738,0,52,838,0,26,758,0,26,752,0,27,727,0,26,742,1,2,270,4555
6100,1,1,1,36,0,244,6412,0,204,6159,0,168,5189,0,76,4122,0,64,2178,0,60,1878,1,0,816,25938
12900,2,2,2,27,0,684,7205,0,0,7705,2,320,7136,0,280,7214,0,280,7153,0,240,7314,0,2,1804,43727
17600,2,2,1,41,0,1200,2346,0,80,2668,0,981,1736,0,200,1781,0,800,1014,0,834,800,0,0,4095,10345
9100,1,1,2,26,0,224,2839,0,42,2815,2,65,2665,0,120,2242,0,128,917,0,40,694,0,2,619,12172
4300,1,2,2,30,2,200,2228,2,100,2334,2,0,2264,2,80,2076,0,80,1946,0,74,1914,1,8,534,12762
700,1,2,2,22,1,0,801,2,80,773,0,160,705,0,81,428,0,0,454,0,0,0,0,3,321,3161
500,2,3,1,22,0,60,331,0,50,350,0,8,377,0,12,234,0,5,242,0,0,240,0,0,135,1774
5700,1,2,2,41,0,244,7438,0,227,6805,0,192,6229,0,617,5623,0,0,5466,2,93,4692,0,2,1373,36253
2000,2,2,2,24,8,0,1506,7,0,1484,6,40,1450,5,0,1455,4,0,1409,3,120,1375,1,33,160,8679
7200,2,2,2,24,-1,0,155,-1,0,0,-2,0,0,-2,98,0,-1,120,98,0,0,188,0,-7,218,441
14300,1,1,2,35,0,400,8747,0,280,8852,0,240,8276,0,7554,25148,0,1120,7839,0,160,7169,0,0,9754,66031
1900,2,3,1,28,-1,60,1173,0,74,1202,0,180,1256,0,0,1402,3,50,1368,2,0,1390,1,4,364,7791
2100,2,2,1,38,0,86,1896,0,85,1951,0,48,1991,0,40,1114,0,81,3392,0,39,1111,0,0,379,11455
4100,2,2,2,31,0,76,2455,0,80,1982,0,40,1607,0,80,2473,0,120,333,0,200,247,0,0,596,9097
2100,1,2,2,47,0,65,1475,0,100,1250,0,433,1122,0,14,832,0,14,383,0,16,392,0,0,642,5454
1900,1,2,2,35,0,98,2303,0,46,2175,0,9,1999,0,22,313,0,1408,150,-1,48,1371,1,-1,1631,8311
2000,2,3,1,33,0,68,2029,0,81,1736,0,64,1773,0,84,1783,0,40,1780,0,1880,465,0,0,2217,9566
8000,2,3,1,51,0,260,5041,0,200,5160,0,200,5215,0,204,5328,0,200,5446,0,216,5550,0,0,1280,31740
2000,1,2,2,26,0,108,1937,0,110,2014,0,110,1936,0,60,1984,0,80,1936,0,60,1994,0,0,528,11801
1100,2,3,1,21,0,69,1045,0,64,1081,0,52,1100,0,58,1113,0,34,1125,0,43,1086,0,0,320,6550
5300,1,2,2,35,0,200,5258,0,0,4106,0,0,0,-2,0,0,-2,0,0,-2,0,0,0,-6,200,9364
13700,1,1,2,28,0,320,9669,0,400,8873,0,400,8259,0,321,7845,0,320,7858,0,340,7805,0,0,2101,50309
2000,1,3,2,41,0,76,894,0,40,930,2,60,928,0,36,963,0,40,870,0,28,878,0,2,280,5463
8100,2,2,3,41,0,291,9019,0,354,8464,0,365,7913,0,1177,8078,0,139,3940,-1,80,139,0,-1,2406,37553
1100,1,1,2,27,1,0,0,-2,52,0,-1,33,52,-1,0,33,-1,0,0,-2,0,0,0,-6,85,85
500,2,1,2,24,0,48,376,0,46,388,0,14,409,0,20,417,0,17,394,0,8,394,0,0,153,2378
15200,1,1,1,54,1,30,0,-1,56,115,-1,130,56,-1,0,130,-1,0,0,-2,0,0,0,-5,216,301
9200,2,3,2,24,0,55,574,0,43,620,0,12,648,0,18,474,0,14,473,0,20,250,0,0,162,3039
2300,1,3,2,22,0,64,682,0,52,679,0,51,692,0,25,716,0,26,714,0,26,713,0,0,244,4196
3600,1,3,2,31,0,160,3347,0,120,2608,0,68,1851,0,80,1879,0,64,1926,0,106,1777,0,0,598,13388
12500,2,2,2,28,0,400,8766,0,400,8932,0,240,9023,0,400,8960,0,1560,9236,0,160,4234,0,0,3160,49151
1900,2,2,2,53,0,80,1350,0,56,920,0,80,634,0,200,673,0,40,585,0,40,616,1,0,496,4778
4500,2,2,2,25,0,100,2632,0,160,2690,0,120,2803,0,280,2881,0,124,3118,0,55,3188,0,0,839,17312
7300,2,2,3,54,-2,0,0,-2,6,0,-2,0,6,-2,0,0,-2,0,0,-2,0,0,0,-12,6,6
6100,2,2,1,23,-2,53,43,-1,131,39,-1,670,131,-1,0,670,0,155,329,0,479,261,0,-5,1488,1473
8100,1,1,1,46,-1,173,219,-1,187,172,-1,198,186,-1,148,197,-1,139,144,-1,40,135,0,-6,885,1053
5100,1,1,1,41,0,52,959,0,68,927,0,80,756,0,2520,798,0,115,3279,0,120,3208,0,0,2955,9927
11300,2,1,2,29,-2,133,118,-2,6,133,-2,0,5,-2,0,-1,-2,28,-1,-2,0,27,0,-12,167,281
6400,2,1,2,32,-2,81,0,-2,32,81,-2,231,32,-2,0,230,-2,18,0,-2,0,18,0,-12,362,361
6100,1,2,1,39,0,59,1108,0,60,1137,0,80,1174,0,80,1231,0,47,1288,0,48,1304,1,0,374,7242
4800,2,1,2,30,-1,35,28,-1,45,35,-1,18,45,-1,18,18,-1,18,18,-1,18,18,1,-6,152,162
10500,1,1,2,33,0,481,10051,0,468,10173,0,300,10305,0,0,6462,0,0,0,-2,0,0,0,-2,1249,36991
2800,2,3,1,44,8,243,2554,10,102,214,11,1223,2496,-1,30,33,0,284,402,-1,511,1013,0,27,2393,6712
9500,1,3,1,56,0,383,8989,0,316,9233,0,246,9362,0,221,6598,0,228,6717,0,230,6845,0,0,1624,47744
900,1,3,2,53,-2,0,854,-2,2,829,-2,0,800,-2,0,0,-2,0,0,-2,0,0,1,-12,2,2483
700,1,2,2,28,1,80,799,2,0,854,4,0,823,3,0,794,2,20,788,2,0,69,1,14,100,4127
4100,2,2,1,45,0,142,989,0,120,1102,0,81,1192,0,134,1241,0,93,1342,0,292,1413,0,0,862,7279
14300,1,1,2,33,-1,0,326,-1,819,0,-1,8,819,0,0,414,0,0,342,0,127,0,0,-3,954,1901
19100,2,2,2,31,0,398,9680,0,1236,8698,0,296,9700,0,255,7414,0,293,6570,0,233,6737,0,0,2711,48799
6000,2,2,1,38,0,200,675,0,1200,305,0,120,1321,0,200,1255,0,600,1268,0,240,1705,0,0,2560,6529
7200,1,2,1,39,-1,1362,579,-1,209,1357,-1,531,208,-1,240,531,0,40,273,0,163,168,0,-4,2545,3116
8300,2,1,2,48,-1,0,62,-1,0,0,-2,32,0,-1,78,32,-1,0,78,-1,53,0,0,-7,163,172
2900,1,2,2,60,6,0,4488,5,0,4153,4,0,3824,3,0,3460,2,86,3174,0,100,2997,0,20,186,22096
5900,2,1,2,27,0,280,5859,0,270,5893,0,274,5880,0,227,5851,0,226,5918,0,219,5834,0,0,1496,35235
1900,2,3,2,21,-2,0,100,-2,68,0,-2,0,68,-2,0,0,-2,200,0,-2,0,200,0,-12,268,368
9600,1,2,1,43,0,56,866,0,52,790,0,40,812,0,40,619,0,40,634,0,40,648,0,0,268,4369
10400,1,1,2,43,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,19,13,-1,13,19,0,-6,84,84
300,1,2,1,29,0,48,59,0,52,106,0,40,150,0,40,186,0,28,226,0,48,254,0,0,256,981
3300,2,1,2,30,0,91,2463,0,118,2514,0,200,2591,0,108,2723,2,104,2782,2,108,2834,0,4,729,15907
6700,1,3,1,47,-1,400,1391,0,200,1618,0,80,1637,0,80,1364,0,120,1396,0,80,1473,0,-1,960,8879
300,1,3,2,31,0,120,405,0,0,408,2,12,364,0,18,371,0,60,385,0,80,341,0,2,290,2274
1100,1,2,1,23,2,72,1129,2,6,1171,2,90,1145,2,40,1205,2,0,1221,2,28,1192,1,12,236,7063
9900,2,2,2,24,-2,0,0,-2,778,0,-1,60,778,0,40,825,0,40,851,0,40,878,1,-5,958,3332
1900,1,2,2,33,3,0,6,2,0,6,2,0,6,2,0,6,2,32,6,-1,1734,32,0,10,1766,62
6100,2,2,1,39,0,315,8546,0,323,7628,0,268,6750,0,1620,6822,0,228,5871,0,194,5990,0,0,2948,41607
2900,2,3,3,33,1,60,654,2,0,692,2,80,669,2,0,738,2,80,720,2,0,782,0,11,220,4255
2400,1,3,1,35,0,92,2385,0,93,2383,0,100,2434,0,44,2245,0,52,1213,0,48,1202,0,0,429,11862
2000,2,1,2,33,1,0,45,2,120,44,0,134,127,0,0,261,2,1200,133,2,0,1327,1,7,1454,1937
1700,2,2,2,25,0,360,1160,0,80,1367,0,80,1424,0,54,1481,0,60,1487,0,60,1523,0,0,694,8442
5100,1,2,2,28,-1,371,245,-1,136,370,-1,97,136,-1,63,97,-1,59,63,-1,22,59,0,-6,748,970
2000,1,1,2,38,-1,31,16,-1,24,31,-1,56,23,-1,0,55,-1,16,0,-1,16,16,1,-6,143,141
1300,2,2,1,45,1,72,1115,2,79,1157,2,48,1205,2,56,1222,2,0,1253,2,32,1228,1,11,287,7180
9500,2,2,1,33,0,180,6124,0,201,4082,0,0,4203,0,0,0,-2,0,0,-2,57,0,0,-4,438,14409
12700,1,1,1,42,-1,340,300,-1,300,340,-1,300,300,-1,300,300,-1,300,300,-1,300,300,0,-6,1840,1840
300,2,1,2,20,0,51,392,0,100,282,0,40,273,0,0,208,0,0,0,-2,0,0,0,-2,191,1155
6700,2,2,1,32,1,0,-11,-2,4000,-11,-1,0,3989,-1,0,-1,-2,0,-1,-2,0,-1,0,-7,4000,3964
2100,1,3,2,41,0,120,2113,0,96,3734,0,268,1866,0,40,765,0,40,774,0,80,802,0,0,644,10054
11300,2,1,2,33,-2,120,101,-2,562,120,-2,108,562,-2,28,108,-2,231,28,-2,107,231,0,-12,1156,1150
2000,1,2,2,44,0,103,1954,0,60,1988,0,50,1225,0,189,1240,0,44,1192,0,44,1170,0,0,490,8769
900,2,1,2,22,0,80,623,0,120,681,0,0,777,2,40,595,0,40,619,0,40,643,0,2,320,3938
14400,1,2,1,37,1,0,-4,-2,0,-4,-2,0,-4,-2,0,-4,-2,0,-4,-2,0,-4,0,-9,0,-24
7200,2,1,1,37,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-9,0,0
2800,2,2,2,21,1,0,698,2,56,676,0,64,721,0,40,773,2,0,794,2,40,776,1,7,200,4438
7900,2,3,1,66,0,400,7504,0,681,7523,0,601,6667,0,600,6381,0,600,6034,0,400,6080,0,0,3282,40189
700,2,1,2,22,0,80,112,0,26,129,-1,20,26,-1,291,0,-1,5,291,0,0,260,0,-3,422,818
4100,2,2,2,21,-2,367,1830,-2,216,367,-2,517,216,-2,386,517,-2,189,386,-2,181,189,0,-12,1856,3505
6300,2,3,1,42,2,88,1841,2,0,1888,2,80,1845,0,156,1883,0,80,2001,2,0,2043,1,8,404,11501
8700,2,1,1,35,-1,8,12,-1,0,8,-1,0,-5,-2,440,-18,-1,400,410,-1,440,397,0,-7,1288,804
12000,2,1,1,44,-2,40,-31,-2,40,-30,-2,44,-30,-2,44,-52,-2,40,-21,-2,100,-21,0,-12,308,-185
1100,2,2,2,21,0,160,550,0,400,418,0,280,795,0,44,1047,0,40,1074,0,40,1091,0,0,964,4975
