Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
5100,2,1,2,29,2,0,365,3,40,353,2,40,381,2,24,409,0,24,414,0,16,425,1
2000,1,3,1,37,0,0,2056,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
1200,2,2,2,22,0,57,1020,0,59,1060,0,58,1101,0,40,1127,0,41,1136,0,42,1146,1
7200,1,1,2,30,-1,23,12,-1,0,23,2,12,12,-1,12,12,-1,12,12,-1,12,12,1
6900,1,2,1,35,0,151,3483,0,84,3116,0,128,2184,0,120,2245,0,120,2299,0,88,2387,0
5700,2,2,1,36,-1,12,17,-1,362,12,-1,0,357,2,363,23,-1,0,363,2,26,253,1
2700,1,1,2,24,0,48,245,0,48,283,0,20,326,0,20,340,0,20,355,0,20,369,1
3900,2,3,2,50,-1,645,663,-1,2595,640,-1,94,2595,0,400,2648,0,120,2901,0,107,2973,0
3200,2,1,2,32,3,0,3301,2,160,3223,0,120,3231,0,72,3005,0,80,1977,0,80,2027,1
1200,2,2,2,23,3,48,1164,3,48,1181,3,0,1198,3,56,1167,2,48,1198,2,0,1221,1
2000,2,1,1,24,0,72,1932,0,101,1960,0,99,2028,0,0,1987,0,0,0,-2,0,0,1
1300,2,3,2,28,0,120,1113,0,104,1104,0,48,1189,0,41,1152,0,416,1150,-1,2040,416,1
3900,2,1,1,40,2,120,3967,2,122,3974,0,133,2562,0,120,2361,0,120,2210,0,120,1906,1
5300,2,2,1,44,2,0,4503,2,453,4365,2,0,4742,2,172,4601,0,188,4632,0,170,4733,1
1100,2,2,2,23,0,200,808,0,0,994,2,80,967,0,60,1019,0,200,1050,0,101,1225,0
6000,2,1,1,43,-1,38,20,2,0,48,2,39,38,-1,0,39,0,29,39,-1,0,29,0
2400,2,2,1,26,0,59,1188,0,58,1090,0,56,1129,0,48,1136,0,40,1166,0,51,1153,1
900,1,3,2,45,0,80,210,0,80,286,0,80,361,0,80,435,0,80,507,0,80,572,1
5700,1,2,2,42,0,162,5158,0,280,4267,0,94,4054,0,305,3497,0,110,3551,0,95,3275,0
20100,1,2,1,59,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
5200,2,2,1,21,-1,47,23,-1,0,47,-1,20,0,-1,0,20,-1,7,0,-1,0,7,1
1900,2,3,2,29,0,74,2006,0,52,2030,0,80,1431,0,1708,299,-1,63,1708,0,113,1746,0
500,1,2,1,43,3,60,330,2,80,379,2,0,447,4,0,434,3,0,416,2,14,403,1
11300,2,1,2,62,2,0,100,2,0,100,2,0,100,2,0,100,2,0,100,2,0,100,1
2100,1,1,2,33,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
12300,2,2,1,27,0,205,7288,0,150,6502,0,156,5636,0,88,4475,0,124,3150,0,121,3155,0
1100,2,2,2,23,0,58,1087,0,143,1103,0,0,1216,2,47,1172,0,48,1176,0,172,1148,1
700,2,2,2,23,2,0,276,2,60,266,0,60,315,0,89,363,0,0,440,3,0,421,1
8400,2,2,1,37,0,120,195,0,120,215,0,200,272,0,117,406,-1,0,117,0,58,58,0
19900,1,2,1,50,-1,213,58,-1,1,224,2,77,213,-1,71,76,-1,215,71,-1,9,214,1
5900,2,4,2,29,0,80,688,0,132,520,-1,447,132,-1,752,447,0,400,752,0,676,916,0
8100,1,1,1,26,-1,40,75,-1,83,40,-1,62,82,-1,89,62,-1,73,89,-1,32,73,1
8900,1,1,1,54,-1,0,71,-1,0,0,-2,3229,0,-1,215,3229,-1,89,215,-1,4878,89,0
9500,2,2,1,34,-2,295,216,-2,196,295,-2,226,196,-2,103,226,-2,165,103,-2,198,165,0
300,2,2,2,22,0,72,346,0,52,390,0,32,342,-1,0,31,-1,76,0,-2,0,0,1
800,1,3,2,27,2,80,563,0,80,633,0,120,679,0,40,799,0,20,377,0,40,391,1
14500,1,1,2,30,-1,173,1225,-1,110,172,-1,82,109,-1,109,82,-1,211,109,-1,204,202,0
3100,2,3,2,33,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
6700,2,3,2,33,0,294,6654,0,299,6493,0,245,6624,0,262,6699,0,244,6844,0,400,6562,0
5600,2,1,2,72,0,2087,4328,0,6,3427,10,2241,4074,3,1741,4002,7,2356,3068,9,645,1202,1
900,1,2,2,28,0,82,688,0,0,737,0,0,0,-2,0,0,-2,0,0,-2,0,0,0
2000,2,2,2,21,0,80,2007,0,60,1962,0,40,1741,0,45,1184,0,44,1212,0,80,1156,1
2300,1,3,2,46,0,108,2462,0,60,2521,0,80,679,0,40,1493,0,33,734,0,13,715,0
4300,1,2,2,37,0,176,4374,0,168,4479,0,176,4463,0,72,4265,0,76,1945,0,76,1989,0
700,1,2,2,24,0,122,823,0,59,811,0,44,776,0,40,1598,0,0,0,-2,0,0,0
3300,2,2,1,47,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,26,0,-1,0,26,1
2000,1,2,2,55,0,60,1387,0,60,690,0,40,737,0,32,755,0,80,759,0,40,727,0
900,1,2,2,37,0,63,624,0,58,677,0,48,712,0,20,742,0,0,754,0,0,0,1
1900,1,3,1,47,0,80,1973,0,121,1857,0,160,1898,0,80,1581,0,112,706,0,117,1289,1
2100,2,2,1,30,0,80,570,0,80,641,0,80,710,0,160,778,0,80,924,0,80,988,1
3300,1,2,2,32,2,280,2902,2,140,3108,2,0,3175,2,280,3101,2,0,3304,2,160,3246,1
6900,2,1,1,44,1,395,1967,-1,1450,3730,7,459,2580,4,817,3474,12,1383,1779,8,3024,4357,0
3900,1,3,2,50,2,520,421,-1,45,336,0,284,210,0,4,374,0,4,164,0,0,32,1
9100,2,1,2,37,-1,0,105,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
8300,1,2,1,38,-1,0,13,-1,107,0,-1,0,107,-1,426,0,-1,13,426,-1,0,13,0
700,1,1,2,24,1,68,778,2,0,821,2,28,779,0,25,744,0,32,727,0,12,578,1
3200,1,3,1,46,0,120,325,0,0,439,2,48,420,0,40,461,0,40,493,0,40,525,1
4700,1,1,2,42,1,0,0,-2,0,-8,-2,2320,-16,-1,80,2296,0,80,2352,0,0,2408,0
6000,2,2,1,30,2,200,4930,0,240,5052,0,420,5216,0,201,5530,2,7,5621,2,4,4739,1
800,1,3,2,49,1,0,-30,-2,1696,-239,-1,12,644,0,8,578,0,16,804,0,0,410,1
12900,2,2,1,31,0,44,97,0,44,140,0,44,181,0,40,222,0,40,258,0,320,294,0
2100,1,2,2,23,2,48,1785,2,48,1792,0,40,1627,0,0,308,0,0,0,-2,0,0,1
7300,2,3,1,41,-1,168,244,-1,557,143,-1,444,557,-1,127,444,-1,79,127,-1,131,79,0
2000,1,2,1,43,-1,38,38,-1,38,38,-1,16,38,-1,16,16,-1,16,16,-1,0,16,1
6100,2,1,2,25,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
5500,1,1,1,43,0,64,1589,0,64,1632,0,127,1674,0,68,1778,2,68,1817,2,60,1855,0
5600,2,1,2,32,2,184,43,-1,188,184,-1,68,188,-1,0,68,-1,244,0,-1,0,244,1
12100,1,1,1,41,0,169,4806,0,201,3585,0,240,1914,0,208,1925,0,486,2013,0,4410,948,0
20100,1,1,2,38,-1,2418,173,-1,1224,2418,-1,6034,1224,-1,6555,6167,-1,1017,536,-1,1581,1017,1
6100,1,4,1,40,0,100,3134,0,120,2770,0,120,2792,0,121,2861,0,125,2925,0,120,2900,0
6100,1,3,2,28,0,1842,4262,0,3265,4348,-1,7365,1043,-1,693,822,0,131,1089,-1,249,131,0
19900,2,1,2,39,-1,0,2,-1,0,0,-2,415,0,-1,600,414,0,400,876,0,172,949,1
12000,2,2,1,32,0,264,6815,0,150,5695,0,0,2894,0,0,0,-2,0,0,-2,0,0,0
9100,2,2,1,56,0,80,292,0,80,182,0,241,239,0,200,443,0,200,401,0,282,577,0
7900,2,2,1,51,-1,25,13,-1,0,25,2,31,13,-1,13,31,-1,0,31,2,25,13,1
800,1,2,2,24,1,0,0,-2,0,0,-2,0,0,-2,693,0,-1,30,693,0,40,643,0
3500,2,2,1,49,2,140,2443,2,0,2520,2,160,2456,0,160,2575,0,356,2694,2,0,2998,1
1200,2,3,1,56,2,64,1171,0,63,1216,0,55,1191,0,46,1215,0,104,1206,0,0,1244,1
15900,2,2,1,28,0,200,6449,0,718,5579,-1,514,718,-1,909,413,-1,460,909,-1,428,460,0
800,2,3,1,56,0,48,507,0,48,545,0,18,485,0,19,494,0,60,505,0,17,556,0
8000,1,2,1,55,1,117,0,-1,0,117,-1,0,0,-2,0,0,-2,270,0,-1,0,270,1
15200,1,2,1,49,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
3200,2,1,2,22,-1,0,13,-1,26,-13,-2,26,0,-1,0,26,-1,13,0,-1,26,13,0
2100,1,2,2,34,0,192,611,0,0,792,3,0,768,2,68,744,2,40,788,2,0,810,1
2500,1,2,2,24,2,120,2444,2,110,2455,2,0,2486,2,92,4806,0,75,2417,0,46,2328,1
14500,2,2,1,36,0,47,382,0,52,235,-1,0,52,-1,0,0,-2,0,0,-2,18,0,0
3300,1,1,2,27,-1,807,63,-1,0,807,-1,0,0,-2,0,0,-2,0,0,-2,36,0,1
3300,2,2,1,26,0,37,337,-1,144,37,-1,220,144,-1,404,220,-1,228,402,-1,140,228,0
9300,2,2,2,45,2,525,8250,2,400,8637,2,200,8840,2,948,8835,2,80,9572,3,0,9492,1
16800,2,1,1,41,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
4800,2,1,2,25,0,160,3239,0,122,3283,0,121,3352,0,119,3417,0,127,3383,0,120,3431,0
4500,2,4,1,74,12,4,699,10,1250,2087,11,2960,3092,8,2876,3472,0,15,679,0,351,3159,0
500,2,3,1,52,10,130,191,6,313,327,7,154,179,11,3,5,11,23,298,10,328,470,1
8100,2,2,2,34,2,132,2873,2,0,2935,2,244,2867,2,0,3040,2,212,2969,2,140,3128,1
6100,2,1,2,26,-2,68,208,-2,0,68,-2,161,-1,-2,91,160,-2,45,91,-2,189,45,0
4500,1,1,1,31,0,75,2060,0,64,2016,0,60,1966,0,68,1857,0,66,1751,0,47,1652,0
4700,1,2,2,27,0,246,4593,0,400,4534,0,122,4672,0,124,3694,0,122,3542,0,116,3209,1
1900,1,2,2,22,0,64,650,0,68,691,0,56,736,0,68,767,0,0,822,2,36,804,0
1100,1,3,2,53,1,0,953,2,225,926,2,0,1123,3,40,1093,2,93,1103,2,0,1172,1
6700,1,1,2,32,-2,30,30,-2,30,30,-2,30,30,-2,30,30,-2,30,30,-2,30,30,1
3300,2,3,2,42,3,100,1540,2,80,1605,2,80,1648,2,64,1691,2,48,1723,2,80,1739,1
9600,2,1,2,38,-1,278,215,-1,1,278,2,0,266,0,281,206,-1,0,550,2,29,231,1
800,1,2,1,34,1,40,790,2,40,786,2,40,801,0,60,817,0,36,775,0,40,775,1
6500,2,2,2,25,1,40,0,-1,42,40,0,45,82,0,0,125,0,0,0,-2,299,0,1
1200,2,1,2,22,0,80,736,0,80,792,0,52,858,0,40,896,0,44,921,0,80,950,0
2100,2,2,2,34,0,107,3272,0,200,3374,0,200,3569,0,40,3756,0,20,572,0,12,592,0
14400,1,1,1,30,0,160,3922,0,200,2783,0,20,881,-1,126,20,-1,43,126,-1,97,43,0
3100,2,3,2,22,2,108,2354,0,180,2395,0,40,1917,0,37,946,0,200,868,0,20,822,0
3300,1,1,2,25,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,1
9500,2,3,2,36,0,360,9451,0,300,9560,0,280,7733,0,265,7799,0,686,7887,0,800,7877,1
10100,2,1,1,33,-1,0,13,-1,295,-3,-1,0,292,-1,0,4,-1,0,0,-2,0,0,0
4400,1,1,1,41,1,0,0,-2,83,0,-1,0,83,0,9,80,-1,9,9,-1,3,9,1
2900,2,1,2,31,2,80,1386,0,80,1430,0,68,1487,0,56,1530,0,58,1561,0,60,1593,1
3100,2,2,2,27,-1,16,16,-1,16,16,-1,0,16,-1,31,0,-1,0,31,-1,0,0,1
3900,1,2,2,32,0,213,1407,0,0,1583,3,0,1547,2,30,1498,0,0,1521,0,0,0,0
4800,2,2,2,40,0,40,167,0,0,204,0,0,0,-2,0,0,-2,0,0,-2,0,0,0
6100,2,3,1,37,0,221,4236,0,164,4360,0,126,4350,0,88,3162,0,91,3174,0,92,3224,0
1100,1,3,2,27,2,96,898,2,0,967,2,34,939,0,84,958,0,0,1026,2,44,1004,1
6900,2,3,2,62,4,7,9,10,841,1358,10,351,3487,9,723,3400,3,1916,4667,4,4429,5948,0
20000,1,1,2,33,0,338,8344,0,320,8454,0,212,6670,0,209,6659,0,217,6749,0,213,6812,0
300,1,2,1,35,0,43,277,0,50,256,0,40,185,0,31,216,-1,0,31,-1,16,0,0
1700,2,2,2,25,0,79,1564,0,132,1593,0,0,1633,2,56,1563,0,124,1524,0,0,1606,1
11900,2,2,1,40,0,281,7367,0,240,6050,0,2000,6029,0,401,7859,0,380,8057,-1,7003,-331,0
6900,2,2,1,37,-1,112,413,-1,161,112,0,129,182,-1,82,129,-1,0,82,-1,0,0,1
3300,2,2,2,39,0,128,3176,0,172,3193,0,134,3249,0,140,3298,0,120,3314,0,132,3235,0
9200,2,2,1,45,-1,17,17,-1,17,17,-1,17,17,-1,17,17,-1,17,17,-1,23,17,1
6400,2,2,2,30,3,0,4433,2,384,4305,2,200,4556,2,192,4622,2,0,4734,2,156,4652,1
6900,1,2,1,37,0,800,5734,0,240,5035,0,200,4492,0,200,4415,0,120,4547,0,80,3940,0
800,2,2,1,25,0,104,2936,0,100,3005,0,80,3091,0,40,2973,0,40,399,0,40,431,0
12900,2,2,1,35,-1,66,123,-1,42,66,-1,163,42,-1,108,163,-1,302,108,-1,143,302,1
1100,2,1,2,20,2,0,1168,2,58,1036,0,40,800,0,7,627,0,18,330,-1,0,18,1
20800,2,1,2,34,0,200,2301,0,280,2436,0,200,2269,0,200,2230,0,200,2316,0,200,2166,0
2000,1,2,2,24,1,0,1360,2,100,1327,2,40,1392,2,116,1397,2,80,1468,2,60,1517,1
6300,2,2,1,26,1,0,3025,2,128,2909,0,100,2986,0,104,2816,0,140,2876,0,200,2956,0
3300,2,3,1,35,0,200,1733,0,80,1903,2,80,1941,2,0,1977,2,80,1845,0,80,1889,1
7800,1,2,2,47,1,520,1205,11,659,959,1,241,4117,2,1204,4832,3,2253,5385,-1,68,5852,1
11200,2,3,1,52,0,120,176,0,0,293,2,80,282,0,40,357,0,80,386,0,80,431,0
16000,2,2,2,32,0,60,365,0,60,300,0,40,302,0,40,275,0,120,195,0,120,269,0
4800,2,3,1,52,0,222,4841,0,0,4926,0,0,0,-2,0,0,-2,0,0,-2,0,0,0
5700,2,3,2,26,0,71,1329,0,80,1319,0,61,1248,0,33,1269,0,40,1221,0,31,1132,0
400,2,2,2,22,1,0,288,2,80,277,0,17,351,0,0,321,0,0,0,-2,0,0,1
6100,1,2,1,38,2,0,3546,2,160,3453,0,200,3557,0,480,3698,0,160,4116,0,240,4210,1
14400,2,1,2,26,-1,27,26,-1,26,26,-1,44,26,-1,198,44,-1,1,198,0,51,154,0
900,1,3,2,59,1,0,763,2,92,739,2,0,813,4,0,785,3,0,772,2,113,41,1
11100,2,1,1,45,-1,7,479,-1,68,7,-1,0,68,-1,109,0,-1,0,109,-1,42,0,1
4100,2,3,1,23,1,0,2254,2,565,2195,0,283,2719,0,283,2955,0,283,3188,0,0,3417,1
12100,1,1,1,37,-1,0,78,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
7000,2,2,1,90,9,204,1623,11,648,3453,-1,4075,6933,2,2599,4190,9,52,3665,1,685,3568,1
800,1,3,1,28,0,80,643,0,56,699,0,60,682,0,40,730,0,40,717,0,40,696,1
800,1,2,1,40,0,52,485,0,84,517,0,40,592,2,40,611,0,40,629,0,40,652,1
10500,1,1,2,35,0,200,4482,0,200,4344,0,200,4000,0,200,4070,0,200,4028,0,200,3969,0
6100,1,1,2,35,-1,197,234,-1,4,105,-1,2,4,-1,119,2,-1,0,117,0,40,21,0
800,1,2,1,39,0,51,228,0,51,269,0,52,309,0,38,350,0,0,376,2,19,364,1
800,1,2,2,31,2,40,541,2,40,560,2,40,579,2,40,597,0,40,628,0,28,657,1
1200,1,3,1,32,3,0,96,2,0,96,2,0,96,7,0,96,7,0,96,7,0,96,1
800,1,2,2,23,0,49,531,0,88,559,0,36,638,2,20,647,0,13,651,0,80,664,0
3200,2,2,1,55,3,120,2560,2,120,2614,2,140,2668,2,120,2740,2,12,2791,2,204,2754,1
1900,2,2,2,27,0,53,1035,0,56,860,0,53,838,0,30,875,0,95,893,0,132,975,0
8700,2,2,1,34,-1,627,2063,-1,55,627,-1,132,55,-1,98,132,-1,109,98,-1,0,109,1
11600,2,2,2,24,0,320,10499,0,260,7238,0,244,6480,0,9403,5747,0,402,15020,0,300,8903,1
4300,2,1,2,31,2,173,4253,0,170,4305,0,118,4254,0,100,3166,0,98,2800,0,101,2761,1
7900,2,1,2,29,0,240,7273,0,280,7420,0,240,7639,0,240,7752,0,216,7637,0,216,7447,0
7200,1,3,1,64,0,7004,7652,-1,280,6991,0,200,6988,0,212,7073,0,212,7236,0,120,4929,1
8400,1,1,1,29,0,204,5640,0,208,5609,0,206,5662,0,208,5752,0,212,5783,0,246,5872,0
9900,2,2,2,25,0,100,195,0,40,124,0,208,56,-1,2160,208,0,200,2360,0,400,483,0
11600,2,1,2,27,0,261,8865,0,168,7618,0,198,4727,0,400,4429,0,97,4257,0,8840,612,1
800,2,1,2,24,-1,48,73,0,100,113,0,0,211,2,20,202,0,22,212,0,0,231,1
4100,1,3,2,32,0,72,1867,0,80,1863,0,68,1866,0,67,1858,0,140,1850,0,60,1913,1
11500,1,1,2,27,0,48,256,0,60,293,0,40,348,2,36,376,2,0,406,2,32,394,1
8900,1,3,1,30,0,400,6484,0,201,6824,0,425,6959,0,2,7321,2,210,7255,0,169,6964,1
20000,1,2,1,51,-2,379,1519,-2,242,379,-2,314,242,-2,5067,314,-2,298,5067,-2,330,298,0
9100,2,2,1,43,2,572,8913,2,6,9291,2,284,9082,0,296,7854,0,300,7981,0,313,8073,1
1500,1,2,2,28,0,228,1067,0,40,1264,2,48,1271,0,60,1286,0,60,1325,0,76,1357,1
16500,2,3,2,30,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,157,0,-2,50,157,0
8000,1,1,1,42,1,200,6016,2,300,6057,0,440,6259,0,120,6533,2,455,6487,2,280,6835,1
13100,2,1,2,44,2,412,9552,0,856,9745,0,0,10381,2,376,10155,0,382,10301,0,391,10510,1
4000,1,2,2,25,2,200,2520,0,400,2679,0,0,3034,3,0,2962,2,200,2910,0,200,3054,1
2000,1,3,2,30,2,60,2004,0,65,2013,0,40,1083,0,28,764,0,34,780,0,26,801,1
5100,2,3,2,51,0,145,4046,0,188,4007,0,128,3960,0,136,3529,0,132,3607,0,140,3627,0
800,1,3,1,37,2,61,795,0,40,792,0,16,796,-1,16,16,-1,0,16,-1,31,0,1
9300,2,2,2,26,2,269,7328,0,726,7416,0,288,7958,2,300,8054,2,0,8163,2,603,8029,1
6000,1,1,1,31,2,192,6389,2,160,6410,2,147,5260,2,0,5175,2,471,4928,2,0,5283,1
1900,2,2,1,26,1,60,677,2,40,714,2,100,731,2,0,818,2,84,799,2,0,870,0
9200,2,2,2,37,-2,2121,34,-1,91,2120,0,85,2035,0,46,2026,0,127,2051,0,47,2126,0
19200,1,1,1,51,-2,336,0,-2,255,336,-2,45,255,-2,0,45,-2,0,0,-2,0,0,0
5500,2,2,2,28,0,224,5556,0,220,5629,0,106,5626,0,1440,4026,0,40,1991,0,25,1972,1
3900,1,1,2,28,0,45,222,0,40,191,0,0,190,0,14,112,-1,18,14,-1,18,18,1
14300,1,1,2,28,-1,4020,328,-1,32,4000,-1,40,32,-1,256,40,-1,121,256,0,122,377,0
1100,1,3,1,55,0,64,548,0,64,590,0,62,633,0,63,672,0,0,711,2,28,695,1
10800,2,1,1,49,-1,0,55,-1,244,0,-1,140,244,-1,293,140,-1,379,293,-1,92,379,0
400,2,2,1,50,0,51,347,0,52,265,0,56,306,0,40,350,0,12,376,0,11,175,0
2100,1,1,2,24,-1,1002,389,-1,621,1002,-1,279,607,-1,304,279,-1,87,304,-1,263,87,1
5700,2,2,2,30,1,0,0,-2,0,0,-2,3,0,-1,0,3,-1,0,3,-1,0,3,1
12000,2,2,1,41,-1,192,248,-1,258,191,-1,18,258,-1,0,18,-1,578,-82,-1,368,210,1
8500,2,1,1,35,-1,1036,65,-1,40,1036,0,0,853,0,61,0,-1,22,61,-1,799,22,0
4100,1,2,2,24,0,140,3499,0,200,3545,0,200,3687,0,160,3801,0,120,1179,0,200,139,1
8700,2,2,1,51,0,327,8304,0,276,8484,0,241,8587,0,250,6927,0,246,7060,0,246,6786,1
6000,1,1,1,40,2,0,4668,2,591,4534,2,0,4990,2,200,4850,0,400,4969,0,200,5290,1
400,1,2,2,23,0,46,301,0,46,341,0,41,326,0,0,329,0,0,0,-2,0,0,0
1300,2,3,1,43,2,484,627,-1,120,484,-1,0,596,2,40,574,0,80,605,0,0,676,1
12900,2,2,1,37,2,580,11570,2,480,11916,2,420,12161,2,520,12337,2,0,12612,2,4801,12414,0
7300,2,3,1,55,-1,18,18,-1,18,18,-1,18,18,-1,18,18,-1,18,18,-1,18,18,1
11300,1,1,2,31,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
8500,2,2,1,28,2,312,6826,2,1,6965,2,272,6684,0,152,6463,0,205,4894,0,160,4650,1
2100,1,1,2,50,0,43,2142,0,2002,2133,-1,40,1971,0,40,1163,0,40,1066,0,40,1088,0
14400,1,3,1,41,0,320,9080,0,300,8709,0,280,8289,0,280,7884,0,244,7508,0,220,7094,0
7900,2,1,2,32,1,0,0,-2,0,0,-2,14,0,-1,0,14,2,109,8,2,0,117,1
8800,2,1,1,42,-1,37,38,-1,390,36,-1,0,390,2,915,299,-1,0,915,0,291,35,1
1500,2,2,2,26,2,70,1030,0,71,1071,0,92,1112,0,44,1173,2,56,1193,2,0,1223,1
400,1,3,1,38,0,90,580,0,45,300,0,15,292,0,0,211,0,0,0,-2,0,0,0
2700,2,2,2,32,2,68,569,2,0,616,2,52,595,0,56,624,0,0,670,2,56,654,1
1900,1,2,2,28,0,98,3902,0,64,1967,0,31,701,0,32,708,0,27,723,0,25,732,0
2500,2,2,1,32,1,0,2452,2,125,2318,0,122,2381,0,45,2425,0,48,1224,0,48,1146,1
7200,1,3,1,26,0,80,492,0,68,470,0,12,468,0,0,236,0,840,30,0,40,870,1
1300,2,2,1,32,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
400,2,3,1,33,0,52,284,0,48,325,0,40,361,0,101,252,-1,269,101,-1,2,269,1
1300,2,2,2,22,0,212,956,0,0,1138,2,40,1020,0,134,1031,0,92,1148,0,0,1221,0
2100,1,1,2,50,0,90,1958,0,92,1987,0,46,2029,0,40,367,0,24,401,0,0,416,0
2000,1,2,2,52,0,91,2022,0,89,1969,0,40,2006,0,30,807,0,104,719,0,28,786,1
1200,1,2,2,36,3,0,95,2,0,95,2,0,95,7,0,95,7,0,95,7,0,95,1
12900,2,1,2,29,-1,43,13,-1,246,43,-1,379,246,0,0,599,0,0,379,0,55,320,1
3300,1,3,2,44,0,48,414,0,58,440,0,21,475,0,28,462,0,20,462,0,0,449,0
2100,2,2,1,31,0,0,179,0,0,0,-2,0,0,-2,130,0,-1,11,130,0,20,139,0
3300,1,3,2,43,7,0,3243,6,0,3171,5,0,3071,4,0,3016,3,0,2989,2,80,928,1
13300,1,3,2,49,1,23,0,-1,0,23,-1,478,0,-1,12,478,-1,0,12,-1,0,-8,0
12900,2,2,2,27,1,324,12157,3,0,12225,2,964,11975,2,0,12676,2,468,12414,0,480,12503,1
3200,2,1,2,26,0,120,1527,0,80,1622,2,40,1663,2,100,1664,2,40,1731,2,80,1736,1
900,2,3,2,22,0,63,643,0,80,597,0,80,560,0,280,479,0,80,475,0,160,514,0
2100,1,2,2,36,0,51,1840,0,52,1849,0,51,691,0,26,730,0,33,745,0,63,1500,0
700,1,2,2,25,1,140,445,2,0,564,4,0,544,3,0,524,2,76,504,2,0,571,1
1900,1,2,1,48,0,79,1983,0,66,1979,0,41,1940,0,42,1146,0,42,1154,0,41,1161,0
3300,2,2,2,29,0,252,1968,0,0,2161,2,200,2104,2,0,2268,2,600,2208,2,104,2771,0
1900,2,2,2,31,1,0,1855,2,180,1814,2,0,1963,2,70,1921,0,69,1961,0,119,1921,1
8800,2,1,1,22,2,0,7390,3,400,7158,2,252,7326,2,0,7356,2,245,7191,0,244,7265,1
4000,2,2,2,26,1,160,2124,2,224,2226,3,140,2389,4,0,2468,4,0,2367,3,0,2318,1
3600,2,3,2,29,2,95,2555,0,100,2608,0,206,2665,0,0,2826,2,104,2776,0,120,2834,1
6700,2,2,2,27,2,163,4447,0,229,4535,0,300,4632,0,80,4794,2,168,4684,0,200,4723,1
11900,2,1,2,29,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8100,1,2,2,33,0,120,3510,0,120,3585,0,120,3660,0,160,3733,0,160,3844,0,200,3956,0
4900,1,2,2,28,0,82,2138,0,67,2154,0,400,1580,0,80,1815,0,68,1866,0,77,1903,0
6700,1,1,1,40,-1,88,80,-1,120,88,-1,80,120,-1,200,80,-1,0,200,0,160,120,1
2000,1,1,2,26,0,120,555,0,200,598,0,46,629,-1,0,46,-1,0,0,-2,0,0,0
700,1,2,2,33,0,80,489,0,128,548,0,0,666,2,80,644,0,80,701,0,0,769,0
700,2,2,1,22,2,62,577,0,63,617,0,64,658,0,57,698,0,0,732,2,67,715,1
18300,2,1,2,28,0,100,662,0,378,503,0,403,776,-1,0,403,0,0,345,0,527,0,0
11200,2,1,1,57,-1,67,37,-1,192,67,-1,0,228,2,165,192,2,0,213,3,0,199,0
2100,2,3,1,46,2,57,1028,0,98,1002,0,31,1015,2,0,954,2,31,868,0,23,817,1
14900,2,2,1,45,0,400,6205,0,400,6501,0,400,6736,0,4560,13546,0,400,8872,2,0,8892,0
19900,1,1,2,38,-2,0,61,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
9700,1,3,1,40,0,66,357,-1,120,66,-1,114,120,-1,165,114,-1,157,165,0,147,237,0
10400,2,1,2,33,-2,104,101,-2,150,103,-2,76,149,-2,81,75,-2,121,81,-2,107,120,0
6100,1,1,2,28,-2,17,232,-2,443,17,-2,251,441,-2,252,250,-2,167,250,-2,128,166,0
900,1,3,2,45,-1,42,243,0,41,264,0,442,112,-1,12,442,0,7,421,0,0,366,1
3200,1,2,2,44,0,48,1772,0,48,1812,0,45,1853,0,47,1890,0,53,1929,0,88,1974,0
15900,1,2,2,24,1,14,38,-1,12,14,-1,507,12,-1,66,507,-1,61,66,-1,481,61,0
1900,2,2,2,34,1,0,1313,2,62,1280,0,56,1321,0,200,1355,0,0,1526,3,0,1490,1
900,1,2,2,23,0,93,502,0,0,462,2,0,265,0,0,249,0,37,16,-1,0,37,1
